WKT,D_NOP
"MULTIPOLYGON (((110.818537493225 -7.57468850049688,110.818599403934 -7.57470091888025,110.818586963911 -7.57475012225887,110.818527865213 -7.57473345357034,110.818537493225 -7.57468850049688)))","337202000600200980001"
"MULTIPOLYGON (((110.818494996348 -7.57464234976699,110.818528806978 -7.57464923857908,110.818517726174 -7.5746997993756,110.818485365985 -7.57469291116701,110.818494996348 -7.57464234976699)))","337202000600200970001"
"MULTIPOLYGON (((110.818442965067 -7.57463409650474,110.818485205274 -7.57464370254081,110.8184742133 -7.57469860530483,110.818513643238 -7.57470830062407,110.818502657815 -7.57474755434598,110.8184166392 -7.57472137644947,110.818442965067 -7.57463409650474)))","337202000600200960001"
"MULTIPOLYGON (((110.818266684881 -7.57453958598223,110.818309287648 -7.57454928264328,110.81828294948 -7.5746658706133,110.818243609864 -7.57465698942324,110.8182394321 -7.57467544088948,110.818247771365 -7.5746773439642,110.818239779131 -7.5747126188239,110.818274586527 -7.57472050309762,110.818266866821 -7.57475442121785,110.818192991721 -7.57473774631907,110.818200711394 -7.57470391865716,110.81818856505 -7.57470119988037,110.818193015344 -7.57468139167479,110.818205071034 -7.57468411041363,110.818212790781 -7.57465010183759,110.818192849054 -7.57464557066946,110.818210286624 -7.57456868957423,110.818257602922 -7.57457938323343,110.818266684881 -7.57453958598223)))","337202000600200940001"
"MULTIPOLYGON (((110.818993709982 -7.57456494525352,110.819101303334 -7.57459266976407,110.819082784236 -7.5746548059725,110.81901289705 -7.57464003246382,110.81901462572 -7.5746250173345,110.818982719811 -7.57461568701487,110.818993709982 -7.57456494525352)))","337202000600200910001"
"MULTIPOLYGON (((110.819021496095 -7.57445387570871,110.819129088668 -7.5744834093499,110.819116107209 -7.57452682327837,110.819010416825 -7.57450090870069,110.819021496095 -7.57445387570871)))","337202000600200910001"
"MULTIPOLYGON (((110.819158256731 -7.5745365196686,110.819185993475 -7.57454376773577,110.819210226509 -7.57447484962507,110.819249746984 -7.57448481628601,110.819173498085 -7.57472594277331,110.819103703914 -7.574705470532,110.819158256731 -7.5745365196686)))","337202000600200900001"
"MULTIPOLYGON (((110.819264793012 -7.57449043085763,110.819346007904 -7.57451452608584,110.819267943659 -7.57476126016624,110.819187817917 -7.574733908926,110.819264793012 -7.57449043085763)))","337202000600200890001"
"MULTIPOLYGON (((110.819362959226 -7.57451634225385,110.819468827478 -7.57455057885649,110.819429342925 -7.57467204612781,110.819404869971 -7.57466407577373,110.819373373164 -7.57476076115583,110.81932234246 -7.57474427683365,110.819364368532 -7.57461512178945,110.81940116861 -7.57462707736098,110.819414148575 -7.5745871912427,110.819346983836 -7.57456554419066,110.819362959226 -7.57451634225385)))","337202000600200880001"
"MULTIPOLYGON (((110.819487860956 -7.57455927060818,110.819599258337 -7.57459522815215,110.819592450796 -7.57461584950966,110.819526011265 -7.57459420278529,110.819505043659 -7.57465859942149,110.819528610199 -7.57466629802373,110.819522165641 -7.57468601496119,110.819558331235 -7.57469778934293,110.819548982023 -7.57472655076908,110.81951281639 -7.57471486684342,110.81948712869 -7.57479400599953,110.819418694962 -7.57477190614748,110.819487860956 -7.57455927060818)))","337202000600200870001"
"MULTIPOLYGON (((110.819759667683 -7.5747063756483,110.819901162965 -7.57473972231852,110.819828472576 -7.57492612396236,110.819677916012 -7.57488300416963,110.819759667683 -7.5747063756483)))","337202000600200860001"
"MULTIPOLYGON (((110.819918112796 -7.57474515674121,110.81997675904 -7.57476001591706,110.819897451844 -7.57494442478602,110.819844155039 -7.57492730638877,110.819918112796 -7.57474515674121)))","337202000600200850001"
"MULTIPOLYGON (((110.819938330933 -7.57495737702562,110.819911048578 -7.57494732502904,110.81999144274 -7.57476499711578,110.820023891586 -7.57477676992332,110.819938330933 -7.57495737702562)))","337202000600200840001"
"MULTIPOLYGON (((110.820033408636 -7.57478039213213,110.82008235582 -7.57479334769133,110.820004045731 -7.57497802836293,110.819945580725 -7.57496325972204,110.820033408636 -7.57478039213213)))","337202000600200830001"
"MULTIPOLYGON (((110.820106841476 -7.57477074357484,110.820165305674 -7.57478741178869,110.820150512039 -7.57482892540612,110.820133560701 -7.57482710926844,110.820070034146 -7.57499469969915,110.820017279517 -7.57498174256494,110.820106841476 -7.57477074357484)))","337202000600200820001"
"MULTIPOLYGON (((110.820183521726 -7.57479990236353,110.820268359622 -7.57483177821253,110.820261008979 -7.57485049976153,110.820221671701 -7.57483582950706,110.8202082403 -7.57487146398902,110.82024748689 -7.57488622466423,110.820208644328 -7.57499023408857,110.820123897059 -7.57495835826499,110.820183521726 -7.57479990236353)))","337202000600200810001"
"MULTIPOLYGON (((110.820311241171 -7.57482519254905,110.820385747463 -7.57485027984445,110.82036950295 -7.5748928783544,110.820299348516 -7.57486652645464,110.820311241171 -7.57482519254905)))","337202000600200800001"
"MULTIPOLYGON (((110.820295719439 -7.57487367105399,110.820366416967 -7.57490201323053,110.820309874214 -7.57506128454116,110.820262379276 -7.57504389721713,110.820297864637 -7.57494721341341,110.820273392438 -7.57493734351252,110.820295719439 -7.57487367105399)))","337202000600200800001"
"MULTIPOLYGON (((110.820348150666 -7.57457310433954,110.820474137879 -7.57462200301799,110.820447004145 -7.57469092000734,110.820302253389 -7.57463812393315,110.820322488684 -7.57459055194072,110.820340344781 -7.57459661991927,110.820348150666 -7.57457310433954)))","337202000600200780001"
"MULTIPOLYGON (((110.820337842735 -7.57450914704591,110.820480688584 -7.57456474648717,110.820484851163 -7.57458274912978,110.820477496602 -7.57461096865797,110.820322052282 -7.57454984614689,110.820337842735 -7.57450914704591)))","337202000600200770001"
"MULTIPOLYGON (((110.820012723869 -7.57438183040458,110.820061760122 -7.57439849473576,110.820007591906 -7.57451534269597,110.819962363098 -7.57449858947524,110.820012723869 -7.57438183040458)))","337202000600200760001"
"MULTIPOLYGON (((110.819956466685 -7.57450817547153,110.820002420341 -7.57452583356158,110.819985271754 -7.57456246152707,110.819938139232 -7.57454570751704,110.819956466685 -7.57450817547153)))","337202000600200750001"
"MULTIPOLYGON (((110.819934237218 -7.57455520388046,110.819979647374 -7.5745718667222,110.819970300746 -7.57459447708892,110.819923079898 -7.57457211471182,110.819934237218 -7.57455520388046)))","337202000600200740001"
"MULTIPOLYGON (((110.819923167433 -7.57457962267217,110.819968484573 -7.57460198426249,110.819957231869 -7.57463029262691,110.819910011017 -7.57460793024835,110.819923167433 -7.57457962267217)))","337202000600200730001"
"MULTIPOLYGON (((110.819906291133 -7.57461543663457,110.819951699717 -7.5746358986692,110.819940538452 -7.57466230747561,110.819893225368 -7.57464374424762,110.819906291133 -7.57461543663457)))","337202000600200720001"
"MULTIPOLYGON (((110.819889506272 -7.57464935103874,110.819934824957 -7.57466800389964,110.819925568189 -7.57469251389759,110.819878435393 -7.57467639307925,110.819889506272 -7.57464935103874)))","337202000600200710001"
"MULTIPOLYGON (((110.819874533602 -7.57468534670061,110.819926289468 -7.57470201217207,110.819911228587 -7.57473212809907,110.819858474785 -7.5747172713514,110.819874533602 -7.57468534670061)))","337202000600200700001"
"MULTIPOLYGON (((110.819831231714 -7.57461269188821,110.819869119564 -7.57462482878425,110.819830013546 -7.57470821388858,110.819793030978 -7.57469906244181,110.819831231714 -7.57461269188821)))","337202000600200690001"
"MULTIPOLYGON (((110.819866347533 -7.57453283295297,110.819905956617 -7.57454777472193,110.819878008989 -7.57461171620715,110.819838399262 -7.5745983122029,110.819866347533 -7.57453283295297)))","337202000600200680001"
"MULTIPOLYGON (((110.819867801585 -7.57452414969017,110.819874606519 -7.57450976985419,110.819919745386 -7.57452480436535,110.819912577616 -7.57453972679356,110.819867801585 -7.57452414969017)))","337202000600200670001"
"MULTIPOLYGON (((110.819892478984 -7.57447639864149,110.819932179543 -7.57448935039362,110.819922831337 -7.57451575994929,110.819883130814 -7.57450271773934,110.819892478984 -7.57447639864149)))","337202000600200660001"
"MULTIPOLYGON (((110.819907450819 -7.5744423930303,110.819947060723 -7.57445534474358,110.819936806892 -7.57447958295925,110.819897287189 -7.57446771676533,110.819907450819 -7.5744423930303)))","337202000600200650001"
"MULTIPOLYGON (((110.819944745094 -7.57435575071918,110.819986348526 -7.57437069330498,110.819952685102 -7.57444593954878,110.819912984546 -7.57443298779856,110.819944745094 -7.57435575071918)))","337202000600200640001"
"MULTIPOLYGON (((110.819676760075 -7.57461072837463,110.819802030414 -7.57463936459978,110.819776807801 -7.57469019095213,110.819653078923 -7.57466065078853,110.819676760075 -7.57461072837463)))","337202000600200630001"
"MULTIPOLYGON (((110.819727817923 -7.57456190277274,110.819820272303 -7.57458962084131,110.819804573993 -7.57462661122672,110.819707494506 -7.57460323317243,110.819727817923 -7.57456190277274)))","337202000600200630001"
"MULTIPOLYGON (((110.81975495007 -7.57449705639086,110.819847401621 -7.57453155872112,110.819830069422 -7.5745737044762,110.819735259349 -7.57454290989973,110.81975495007 -7.57449705639086)))","337202000600200620001"
"MULTIPOLYGON (((110.819735289501 -7.57447036346474,110.819752799175 -7.57443744439237,110.819801835424 -7.57445410875268,110.819839221124 -7.57436565735062,110.819888346443 -7.57438612092855,110.819849420855 -7.57447167707673,110.81987597822 -7.57448109557846,110.819860552741 -7.57451600556997,110.819735289501 -7.57447036346474)))","337202000600200610001"
"MULTIPOLYGON (((110.819505418761 -7.57441074762758,110.819530010132 -7.57435196082047,110.819559014242 -7.57436346086397,110.819588870123 -7.57428866535946,110.819649868075 -7.57431600860649,110.819593427759 -7.57444651456702,110.819505418761 -7.57441074762758)))","337202000600200600001"
"MULTIPOLYGON (((110.819486013079 -7.57420730198089,110.819563417392 -7.57423890351303,110.819439918681 -7.57452786218883,110.819329792468 -7.57448711091543,110.819340592962 -7.57445636004364,110.819378026278 -7.57447148187155,110.819486013079 -7.57420730198089)))","337202000600200590001"
"MULTIPOLYGON (((110.819362685787 -7.57430223062111,110.819420874695 -7.57432667811374,110.819372958573 -7.5744502223951,110.819314678961 -7.57442586531517,110.819362685787 -7.57430223062111)))","337202000600200580001"
"MULTIPOLYGON (((110.819428570982 -7.57413102299322,110.819485852968 -7.57415637467016,110.819420874695 -7.57432667811374,110.819362685787 -7.57430223062111,110.819428570982 -7.57413102299322)))","337202000600200580001"
"MULTIPOLYGON (((110.819328008807 -7.57419891444204,110.819373329002 -7.57421376817021,110.819313701074 -7.57437955096884,110.819266658424 -7.57436478697652,110.819328008807 -7.57419891444204)))","337202000600200570001"
"MULTIPOLYGON (((110.819162642107 -7.57402001250322,110.819336576507 -7.5740876559879,110.819202441793 -7.57444743794898,110.819042008799 -7.57439354946878,110.819162642107 -7.57402001250322)))","337202000600200560001"
"MULTIPOLYGON (((110.819011594467 -7.57406843468192,110.81911120709 -7.57410375425296,110.819040505781 -7.57430227781783,110.818965547007 -7.57427574279702,110.818993954728 -7.57419570023234,110.818969391459 -7.57418700616157,110.819011594467 -7.57406843468192)))","337202000600200550001"
"MULTIPOLYGON (((110.818954713153 -7.57395199299614,110.819010003105 -7.57397164512111,110.818875861096 -7.57434834241791,110.818753951146 -7.57430514376455,110.818800056789 -7.57417580955862,110.818866495386 -7.57419944644353,110.818954713153 -7.57395199299614)))","337202000600200540001"
"MULTIPOLYGON (((110.818836336115 -7.57391512781974,110.818906221668 -7.57393351963031,110.818874443065 -7.57405363320201,110.818804557495 -7.57403524138602,110.818836336115 -7.57391512781974)))","337202000600200530001"
"MULTIPOLYGON (((110.818765179466 -7.57390143922884,110.818811588537 -7.57391367021696,110.818776087102 -7.57404825533889,110.818869358505 -7.57407280795386,110.818852379398 -7.57413756804455,110.818713062524 -7.57409834224631,110.818765179466 -7.57390143922884)))","337202000600200510001"
"MULTIPOLYGON (((110.818684584696 -7.57391226052219,110.818715856167 -7.57392113831402,110.818693425631 -7.57401520417014,110.818661337675 -7.57400777334736,110.818684584696 -7.57391226052219)))","337202000600200490001"
"MULTIPOLYGON (((110.818477961797 -7.57397296152154,110.818638851002 -7.57401925201445,110.818624322702 -7.57407632427831,110.818595679584 -7.57406880442797,110.818604124472 -7.57403488660194,110.818469882653 -7.57399937157365,110.818477961797 -7.57397296152154)))","337202000600200480001"
"MULTIPOLYGON (((110.818453460586 -7.57359945471448,110.818502230481 -7.57360236965633,110.818478986429 -7.57369073637758,110.818439376642 -7.57367778453306,110.818437481607 -7.57365706910992,110.818453460586 -7.57359945471448)))","337202000600200470001"
"MULTIPOLYGON (((110.818587795429 -7.57362899962789,110.818668555609 -7.57365607986759,110.818643769963 -7.57374571235328,110.818560382052 -7.57371573639309,110.818587795429 -7.57362899962789)))","337202000600200460001"
"MULTIPOLYGON (((110.818688224886 -7.57366169638279,110.818767445231 -7.57368579088532,110.818743293113 -7.57377795643418,110.818669693217 -7.57375386426643,110.818688224886 -7.57366169638279)))","337202000600200450001"
"MULTIPOLYGON (((110.818465178736 -7.57354220037044,110.818534980597 -7.57354376721802,110.818527534482 -7.57357388626918,110.818459636283 -7.57357241067047,110.818465178736 -7.57354220037044)))","337202000600200440001"
"MULTIPOLYGON (((110.818474530906 -7.57350647378586,110.818540519866 -7.57352115529642,110.818534892291 -7.5735381588525,110.81846708562 -7.57353460278416,110.818474530906 -7.57350647378586)))","337202000600200430001"
"MULTIPOLYGON (((110.818612217561 -7.57354153795965,110.818647749298 -7.57355132209876,110.818636125266 -7.57360034490812,110.818599234531 -7.57358866060691,110.818612217561 -7.57354153795965)))","337202000600200410001"
"MULTIPOLYGON (((110.818628751736 -7.5734568771701,110.81867796989 -7.57347173259149,110.818674824026 -7.57362406072853,110.818652164766 -7.57361473423461,110.818657452492 -7.57354327547228,110.818612221457 -7.57353222089896,110.818628751736 -7.5734568771701)))","337202000600200400001"
"MULTIPOLYGON (((110.818693176802 -7.57352610352692,110.818749282069 -7.57354693196304,110.818746192964 -7.57356348429351,110.818778278546 -7.5735765234373,110.818762110483 -7.57365286234868,110.81868416204 -7.5736221650198,110.818693176802 -7.57352610352692)))","337202000600200390001"
"MULTIPOLYGON (((110.819052508526 -7.57377998457261,110.81906692011 -7.57378523705944,110.819033976439 -7.57387332841267,110.819019927576 -7.57386780470465,110.819052508526 -7.57377998457261)))","337202000600200380001"
"MULTIPOLYGON (((110.819090939216 -7.57379447363991,110.819105169458 -7.57379981650711,110.819072225642 -7.57388826969093,110.819058176741 -7.57388283644103,110.819090939216 -7.57379447363991)))","337202000600200370001"
"MULTIPOLYGON (((110.819109973182 -7.57380189901084,110.819124294114 -7.57380715145816,110.819091350264 -7.57389569510038,110.819077210747 -7.57389017135652,110.819109973182 -7.57380189901084)))","337202000600200360001"
"MULTIPOLYGON (((110.819129188453 -7.57380932445621,110.819143509386 -7.57381457690291,110.819110474848 -7.5739032109659,110.819096335331 -7.57389768722265,110.819129188453 -7.57380932445621)))","337202000600200350001"
