WKT,D_NOP
"MULTIPOLYGON (((110.819163504365 -7.57630025068822,110.819263579409 -7.57631485579326,110.81928945794 -7.57621319296801,110.819321637552 -7.57621863373387,110.819290117345 -7.57637113100212,110.819154417845 -7.57635108369669,110.819163504365 -7.57630025068822)))","337202000600202000001"
"MULTIPOLYGON (((110.819163516135 -7.57627202813816,110.819183943728 -7.57619858561119,110.819266886055 -7.57621137446331,110.819250174464 -7.57628671813177,110.819163516135 -7.57627202813816)))","337202000600201990001"
"MULTIPOLYGON (((110.81897685928 -7.5762766543515,110.818990207537 -7.57622338078188,110.819107049243 -7.57624794315047,110.819093882569 -7.57630058360103,110.81897685928 -7.5762766543515)))","337202000600201980001"
"MULTIPOLYGON (((110.819001638973 -7.57620149496158,110.81902206961 -7.57612081589122,110.819070475069 -7.57612879621116,110.819074111083 -7.576105098012,110.819134390518 -7.57611688244754,110.81911050512 -7.57622144071218,110.819001638973 -7.57620149496158)))","337202000600201980001"
"MULTIPOLYGON (((110.81885584696 -7.57603644094936,110.818919297274 -7.57605293049233,110.818899867547 -7.57612465474024,110.818947728933 -7.57613299667515,110.818934013377 -7.5761974867473,110.818817080551 -7.57617410023461,110.81885584696 -7.57603644094936)))","337202000600201970001"
"MULTIPOLYGON (((110.818796292704 -7.57624175335121,110.818811544208 -7.57618965651912,110.818931197236 -7.57621159685383,110.818917306148 -7.57626224694554,110.818796292704 -7.57624175335121)))","337202000600201970001"
"MULTIPOLYGON (((110.818687046376 -7.5760470446231,110.818768718002 -7.57606345131641,110.818753557152 -7.57611554818502,110.818787276681 -7.57612379379501,110.818773478009 -7.5761701924459,110.818663616146 -7.57614680883467,110.818687046376 -7.5760470446231)))","337202000600201960001"
"MULTIPOLYGON (((110.818629032386 -7.57625416677944,110.81873309561 -7.57627004006329,110.81874136766 -7.57621595027698,110.818768470725 -7.57622129851377,110.818751570671 -7.57631355752382,110.818622035255 -7.5762944171878,110.818629032386 -7.57625416677944)))","337202000600201960001"
"MULTIPOLYGON (((110.818637320597 -7.57594471715856,110.818683819287 -7.57595993327935,110.818643772451 -7.57612445771632,110.818624102459 -7.57612028850732,110.818628370951 -7.57610165616252,110.818608520638 -7.57609513499824,110.818611881047 -7.57608021100849,110.818592846462 -7.57607405201086,110.818637320597 -7.57594471715856)))","337202000600201950001"
"MULTIPOLYGON (((110.818598063602 -7.57595474152583,110.818621993147 -7.57596162621697,110.818584507509 -7.57607133483019,110.818556317829 -7.57606309150852,110.818598063602 -7.57595474152583)))","337202000600201940001"
"MULTIPOLYGON (((110.818561353143 -7.57594504734504,110.818589634036 -7.57595193385066,110.81854634659 -7.57606164004376,110.818523776838 -7.57605475591503,110.818561353143 -7.57594504734504)))","337202000600201930001"
"MULTIPOLYGON (((110.818531713627 -7.57593535610745,110.818555733824 -7.57594224083995,110.818516797115 -7.57605339615302,110.818461868287 -7.57603672919004,110.818468766747 -7.57601565560669,110.818505387125 -7.57602399290423,110.818531713627 -7.57593535610745)))","337202000600201920001"
"MULTIPOLYGON (((110.81847448081 -7.57600869280668,110.818503614648 -7.57592702236343,110.818523194015 -7.575931101083,110.818495510667 -7.57601268167521,110.81847448081 -7.57600869280668)))","337202000600201910001"
"MULTIPOLYGON (((110.818488492589 -7.57610295474115,110.818571886022 -7.57612080949947,110.818560986033 -7.5761724558511,110.818476504716 -7.576154691094,110.818488492589 -7.57610295474115)))","337202000600201900001"
"MULTIPOLYGON (((110.818333245417 -7.57621985078687,110.818383915912 -7.57623090766257,110.81833535466 -7.5763784226174,110.818276162104 -7.57636889994713,110.818333245417 -7.57621985078687)))","337202000600201890001"
"MULTIPOLYGON (((110.818370107017 -7.57608517583209,110.818395486637 -7.57609296570949,110.81837405942 -7.57617192565108,110.818348770184 -7.57616476900838,110.818370107017 -7.57608517583209)))","337202000600201880001"
"MULTIPOLYGON (((110.81833312501 -7.57607448649278,110.818359592693 -7.57608173408469,110.818337258788 -7.57616105547382,110.818312786341 -7.57615172820409,110.81833312501 -7.57607448649278)))","337202000600201870001"
"MULTIPOLYGON (((110.818305426911 -7.57619116434363,110.818326183376 -7.57619859046875,110.818305672225 -7.57625475564881,110.818283102543 -7.57624769059372,110.818305426911 -7.57619116434363)))","337202000600201860001"
"MULTIPOLYGON (((110.818248777257 -7.57617069744581,110.818296000537 -7.57618745167784,110.818273585476 -7.57624406834649,110.818233975502 -7.57623102602253,110.818248777257 -7.57617069744581)))","337202000600201850001"
"MULTIPOLYGON (((110.818276565227 -7.57605591923125,110.818321976228 -7.57607077310912,110.818303359172 -7.5761499151331,110.81826184549 -7.57613687201757,110.818276565227 -7.57605591923125)))","337202000600201840001"
"MULTIPOLYGON (((110.818108644787 -7.57612939059482,110.818231828189 -7.57616336336305,110.818218841922 -7.5762179034552,110.818091670564 -7.57618202942239,110.818108644787 -7.57612939059482)))","337202000600201830001"
"MULTIPOLYGON (((110.818219913241 -7.57604106065702,110.818267047444 -7.57605401566482,110.818258049886 -7.57610864787988,110.818201397856 -7.57609387976001,110.818219913241 -7.57604106065702)))","337202000600201820001"
"MULTIPOLYGON (((110.818426868189 -7.57605580100637,110.818417609827 -7.57608383878666,110.818359599286 -7.57606599458616,110.818368132615 -7.57603750422026,110.818426868189 -7.57605580100637)))","337202000600201810001"
"MULTIPOLYGON (((110.818427595573 -7.57605064526608,110.818364236918 -7.57603180381062,110.818354704888 -7.57606391203605,110.818186383531 -7.57601255273639,110.818266637812 -7.57594989959768,110.818344255817 -7.57590470352648,110.818381064915 -7.57589531135965,110.818469802745 -7.57592293771102,110.818427595573 -7.57605064526608)))","337202000600201810001"
"MULTIPOLYGON (((110.818290888245 -7.57584000457734,110.818319531246 -7.57584806719111,110.818318618462 -7.57586299219961,110.81828398034 -7.57588360192315,110.818290888245 -7.57584000457734)))","337202000600201800001"
"MULTIPOLYGON (((110.818124771431 -7.57593618138511,110.818190762225 -7.57594733513691,110.81815412847 -7.57597092909448,110.81811405972 -7.57597109327642,110.818124771431 -7.57593618138511)))","337202000600201800001"
"MULTIPOLYGON (((110.818161450929 -7.57580349642303,110.818290888245 -7.57584000457734,110.81828398034 -7.57588360192315,110.818190762225 -7.57594733513691,110.818124771431 -7.57593618138511,110.818161450929 -7.57580349642303)))","337202000600201800001"
"MULTIPOLYGON (((110.817870726299 -7.57601974785645,110.818006061079 -7.57604440870801,110.817992165181 -7.57610627542204,110.817858370308 -7.57608441937378,110.817870726299 -7.57601974785645)))","337202000600201780001"
"MULTIPOLYGON (((110.817858547245 -7.57609482199144,110.817881390277 -7.57609854027717,110.817880024554 -7.57611265098268,110.817981637951 -7.57613358900682,110.817969013735 -7.57618939563881,110.817846462792 -7.57616048864758,110.817858547245 -7.57609482199144)))","337202000600201770001"
"MULTIPOLYGON (((110.817891235038 -7.57618529256218,110.817952237585 -7.57620205259276,110.817936620897 -7.57626002893823,110.817875345624 -7.57624507792929,110.817891235038 -7.57618529256218)))","337202000600201760001"
"MULTIPOLYGON (((110.817727810066 -7.576131311883,110.817799691051 -7.57614789557359,110.817783065529 -7.57623355130276,110.817709824695 -7.57621705749689,110.817727810066 -7.576131311883)))","337202000600201760001"
"MULTIPOLYGON (((110.817853865275 -7.57601865532226,110.81783287451 -7.57613741645431,110.817730084227 -7.57611267871324,110.817754966335 -7.57601002054341,110.81780853712 -7.5760224355524,110.817801635055 -7.57605201207174,110.817818404096 -7.57605627056106,110.817828122373 -7.57601249348586,110.817853865275 -7.57601865532226)))","337202000600201750001"
"MULTIPOLYGON (((110.817900226168 -7.57593020785884,110.817948992295 -7.57594271129844,110.817931921521 -7.57600937089941,110.817881795439 -7.57599722871671,110.817900226168 -7.57593020785884)))","337202000600201740001"
"MULTIPOLYGON (((110.818017180387 -7.57547028338761,110.818061775594 -7.57548477512289,110.818016026274 -7.57562822066047,110.81797061533 -7.57561336675174,110.818017180387 -7.57547028338761)))","337202000600201730001"
"MULTIPOLYGON (((110.817951739779 -7.5754443853656,110.818068751402 -7.57506324885578,110.818181958203 -7.5751078913805,110.818063137058 -7.57548079558778,110.817951739779 -7.5754443853656)))","337202000600201730001"
"MULTIPOLYGON (((110.818111489635 -7.57539849999888,110.818175572766 -7.57541887955908,110.818127194705 -7.57556196218478,110.818066827533 -7.57554348376436,110.818111489635 -7.57539849999888)))","337202000600201720001"
"MULTIPOLYGON (((110.818203578322 -7.57543372618175,110.818267661463 -7.57545410572858,110.818256586822 -7.57548983158545,110.818303085752 -7.57550432409061,110.818290741782 -7.57554050170329,110.818260467578 -7.57553117201069,110.818243768466 -7.57557639349515,110.818272049103 -7.57558382276217,110.818229220569 -7.57567996058033,110.818136042057 -7.57564934724908,110.818203578322 -7.57543372618175)))","337202000600201710001"
"MULTIPOLYGON (((110.818249801996 -7.57567237078937,110.818333738975 -7.57547448609796,110.818409150611 -7.57550237827238,110.818370626975 -7.5757095085238,110.818249801996 -7.57567237078937)))","337202000600201700001"
"MULTIPOLYGON (((110.818402373765 -7.57566601199009,110.818426938392 -7.57567163055971,110.818430663083 -7.57565272661914,110.818485321454 -7.57566568473932,110.818466703689 -7.57574663591067,110.818387661984 -7.57572805929306,110.818402373765 -7.57566601199009)))","337202000600201690001"
"MULTIPOLYGON (((110.818417373067 -7.5755667870178,110.818479191692 -7.57558291411536,110.818470465411 -7.57563926513112,110.818405927377 -7.57562268461383,110.818417373067 -7.5755667870178)))","337202000600201690001"
"MULTIPOLYGON (((110.818509955498 -7.57572204965758,110.818534519449 -7.57572929644523,110.818555604635 -7.57581768162705,110.818489527854 -7.57579540169547,110.818509955498 -7.57572204965758)))","337202000600201680001"
"MULTIPOLYGON (((110.818340049998 -7.57534088387922,110.818372680108 -7.57535274734192,110.818363421948 -7.57538033283779,110.818422247064 -7.5754010719968,110.818416438303 -7.57541771364604,110.818431393699 -7.57542332820893,110.818422136034 -7.57544973776642,110.818316995795 -7.57540853602947,110.818340049998 -7.57534088387922)))","337202000600201670001"
"MULTIPOLYGON (((110.818211480186 -7.57539781808821,110.818291966776 -7.57542951159069,110.818288334327 -7.5754446163786,110.818206397097 -7.57541337455445,110.818211480186 -7.57539781808821)))","337202000600201660001"
"MULTIPOLYGON (((110.818236982869 -7.57532817691371,110.818318106407 -7.5753541718919,110.818303308672 -7.57540500250061,110.818222095269 -7.575377107887,110.818236982869 -7.57532817691371)))","337202000600201650001"
"MULTIPOLYGON (((110.81826676564 -7.57521222358682,110.818304018925 -7.5752243603541,110.818287588568 -7.57527727079045,110.81824988319 -7.57526232966894,110.81826676564 -7.57521222358682)))","337202000600201630001"
"MULTIPOLYGON (((110.818285193508 -7.57515180606111,110.8183085781 -7.57516104242082,110.8182897924 -7.57521006222797,110.818267767258 -7.5752016405466,110.818285193508 -7.57515180606111)))","337202000600201620001"
"MULTIPOLYGON (((110.818317277903 -7.57516792077469,110.818378277067 -7.57519246003606,110.818362837803 -7.57525993445092,110.818311897054 -7.5752450782721,110.818319342382 -7.57521694927959,110.818300217034 -7.57521115205968,110.818317277903 -7.57516792077469)))","337202000600201610001"
"MULTIPOLYGON (((110.818384599363 -7.57524836504113,110.818458016901 -7.57527553271979,110.818443032918 -7.57533821311114,110.818366895933 -7.57531068246814,110.818384599363 -7.57524836504113)))","337202000600201600001"
"MULTIPOLYGON (((110.818734086975 -7.57585022997623,110.818782821775 -7.57572080642254,110.818849714288 -7.57574344847669,110.818840908923 -7.57577221011084,110.81882423061 -7.57576777078479,110.818788925138 -7.575866896867,110.818734086975 -7.57585022997623)))","337202000600201590001"
"MULTIPOLYGON (((110.818831372897 -7.57559699111388,110.818925734662 -7.57561629767568,110.818905112377 -7.57572176185662,110.818797974897 -7.57568716275751,110.818831372897 -7.57559699111388)))","337202000600201580001"
"MULTIPOLYGON (((110.818845347899 -7.57556244238769,110.818934270173 -7.57558247034033,110.818928549967 -7.57560417762036,110.818836998449 -7.57558487222813,110.818845347899 -7.57556244238769)))","337202000600201570001"
"MULTIPOLYGON (((110.818806415137 -7.5758813772488,110.818837910494 -7.5757886720208,110.818848968583 -7.57579247581042,110.818864490397 -7.57574426873434,110.81889684848 -7.57575640341618,110.818856178395 -7.57589406191598,110.818806415137 -7.5758813772488)))","337202000600201560001"
"MULTIPOLYGON (((110.8188679619 -7.57589741372233,110.818916437626 -7.57573705378291,110.818950247744 -7.57574538987438,110.818940535554 -7.57577487478901,110.818984225728 -7.57578592869234,110.818948179543 -7.57592223226929,110.8188679619 -7.57589741372233)))","337202000600201550001"
"MULTIPOLYGON (((110.818937058171 -7.57563575061854,110.81901673374 -7.57565604608134,110.818996665852 -7.57573645393367,110.818917805089 -7.57571869159913,110.818937058171 -7.57563575061854)))","337202000600201540001"
"MULTIPOLYGON (((110.819212215762 -7.57579190308829,110.819248011535 -7.57560367711621,110.819278921959 -7.57560911735761,110.819243216852 -7.57579734337011,110.819212215762 -7.57579190308829)))","337202000600201530001"
"MULTIPOLYGON (((110.81913695949 -7.57539123819048,110.819311267144 -7.57543463939649,110.819290103569 -7.57553404276135,110.819244056847 -7.57552199288499,110.819259225157 -7.57545180461697,110.819129876333 -7.57542054328813,110.81913695949 -7.57539123819048)))","337202000600201530001"
"MULTIPOLYGON (((110.819120863165 -7.57551289605043,110.819216675977 -7.5755307558412,110.819169721045 -7.57574014409491,110.819193741807 -7.57574567193888,110.819179934403 -7.57581314706091,110.819073791608 -7.57578442814078,110.819127559152 -7.57554247824067,110.819114415784 -7.57553930679052,110.819120863165 -7.57551289605043)))","337202000600201530001"
"MULTIPOLYGON (((110.819598463465 -7.5756343968495,110.819620620847 -7.57554295408845,110.819676911826 -7.57555392268371,110.819663194555 -7.57562284517148,110.819678604444 -7.57562556525901,110.819674515654 -7.57564817779419,110.819598463465 -7.5756343968495)))","337202000600201520001"
"MULTIPOLYGON (((110.819262162856 -7.57579852717255,110.819458679186 -7.57584555581488,110.819436523524 -7.57593274709125,110.819464713816 -7.57593954304588,110.819455995714 -7.57597653630801,110.819339518669 -7.57594717996903,110.819345057289 -7.57592610580661,110.819243717448 -7.57590127856644,110.819262162856 -7.57579852717255)))","337202000600201520001"
"MULTIPOLYGON (((110.819702063763 -7.57567324576357,110.819732973823 -7.57567959054195,110.819706819937 -7.57578975623488,110.819675910095 -7.57578286871314,110.819702063763 -7.57567324576357)))","337202000600201510001"
"MULTIPOLYGON (((110.819605706979 -7.57565538585321,110.819685838597 -7.57566907802871,110.819654143388 -7.57580683078206,110.81957237999 -7.57579313792424,110.819605706979 -7.57565538585321)))","337202000600201510001"
"MULTIPOLYGON (((110.819550229623 -7.57586766524191,110.819681210745 -7.57589802255577,110.819630178331 -7.5761032481538,110.819497747868 -7.57607008605866,110.819550229623 -7.57586766524191)))","337202000600201510001"
"MULTIPOLYGON (((110.819714179629 -7.57596741665516,110.819894465536 -7.57602321270489,110.819831934197 -7.57619487405805,110.819658175932 -7.5761374524601,110.819714179629 -7.57596741665516)))","337202000600201490001"
"MULTIPOLYGON (((110.820048058551 -7.57574068879883,110.820011751781 -7.57585039803189,110.819961624639 -7.57584069842375,110.820000924361 -7.57572764352623,110.820048058551 -7.57574068879883)))","337202000600201480001"
"MULTIPOLYGON (((110.819977235146 -7.57579692373069,110.819936030757 -7.57591223926077,110.819920530803 -7.57590807183428,110.819895483083 -7.57597418547956,110.819744744131 -7.57593278430932,110.819804557601 -7.5757569608241,110.819977235146 -7.57579692373069)))","337202000600201480001"
"MULTIPOLYGON (((110.81979367665 -7.57554501577596,110.819892293922 -7.57557689740078,110.819885304283 -7.57559941828178,110.820053084782 -7.5756435401502,110.820044730062 -7.5756788148947,110.819875676951 -7.57564301453253,110.819863152214 -7.5756781970917,110.819756188412 -7.57566178013793,110.81979367665 -7.57554501577596)))","337202000600201470001"
"MULTIPOLYGON (((110.819924412591 -7.57551069622055,110.820096184646 -7.57554794499661,110.820076674429 -7.57559569818819,110.819913333653 -7.57555709603659,110.819924412591 -7.57551069622055)))","337202000600201460001"
"MULTIPOLYGON (((110.819796312016 -7.5755295487342,110.81981446893 -7.57546623640671,110.819887617871 -7.57548562444136,110.819876542461 -7.57552352130804,110.819845632598 -7.57551672425554,110.819840094007 -7.57553779842541,110.819796312016 -7.5755295487342)))","337202000600201460001"
"MULTIPOLYGON (((110.819475651275 -7.57536207065937,110.819505289833 -7.57537402325497,110.819498390869 -7.57539645371023,110.819527939718 -7.57540614484435,110.81950942181 -7.57546547690544,110.819532444324 -7.57547353711041,110.819506120427 -7.57555647519062,110.819445661748 -7.57553989651718,110.819452560153 -7.57551882291645,110.81942999079 -7.57551103426586,110.819475651275 -7.57536207065937)))","337202000600201440001"
"MULTIPOLYGON (((110.819407123191 -7.57534865462845,110.819453893617 -7.57536432306382,110.819403693616 -7.57552974794345,110.819354384702 -7.57551453073415,110.819407123191 -7.57534865462845)))","337202000600201430001"
"MULTIPOLYGON (((110.819394523518 -7.5753460261537,110.81936120994 -7.57545148509777,110.819325949953 -7.57544179158337,110.819359354192 -7.57533633267973,110.819394523518 -7.5753460261537)))","337202000600201420001"
"MULTIPOLYGON (((110.819219853618 -7.57530181071892,110.819329712965 -7.57533080251394,110.819313267841 -7.5754194434654,110.819192078018 -7.57538764279826,110.819219853618 -7.57530181071892)))","337202000600201410001"
"MULTIPOLYGON (((110.819173278922 -7.57525158779991,110.81921687606 -7.57526824996896,110.819189098764 -7.57535815260858,110.819148308956 -7.57534845678441,110.819173278922 -7.57525158779991)))","337202000600201400001"
"MULTIPOLYGON (((110.818981370711 -7.57545883532357,110.819056877118 -7.5754769580799,110.819036715913 -7.5755637883369,110.818962388661 -7.57554403784257,110.818981370711 -7.57545883532357)))","337202000600201390001"
"MULTIPOLYGON (((110.818859766793 -7.57555032715888,110.818876382138 -7.57548846154317,110.818917171952 -7.57549815739291,110.818904733149 -7.57554446615855,110.818942713292 -7.57555280398414,110.818937175866 -7.57557098352087,110.818859766793 -7.57555032715888)))","337202000600201380001"
"MULTIPOLYGON (((110.818920210753 -7.57538499706283,110.818967888335 -7.57539912815973,110.818950285454 -7.5754379268572,110.818904330086 -7.57542424875891,110.818920210753 -7.57538499706283)))","337202000600201370001"
"MULTIPOLYGON (((110.818943624527 -7.57532440066681,110.818992571585 -7.57533771817642,110.818975508926 -7.57538538187677,110.818925837281 -7.57537052629646,110.818943624527 -7.57532440066681)))","337202000600201360001"
"MULTIPOLYGON (((110.819052170412 -7.57524231089946,110.819116890326 -7.57525744408551,110.8191046235 -7.57532618624328,110.819034283658 -7.57530969386667,110.819052170412 -7.57524231089946)))","337202000600201350001"
"MULTIPOLYGON (((110.819063161007 -7.57519057411215,110.819123886336 -7.57521972645887,110.819118344772 -7.57524785625694,110.819053534811 -7.57523127572316,110.819063161007 -7.57519057411215)))","337202000600201340001"
"MULTIPOLYGON (((110.818981651658 -7.57522011965498,110.819040476444 -7.57524167284288,110.819008802395 -7.57532831740255,110.818944084325 -7.57530875181253,110.818981651658 -7.57522011965498)))","337202000600201330001"
"MULTIPOLYGON (((110.818540395277 -7.57533572089092,110.818586077643 -7.57535184124997,110.818559034557 -7.57541994403698,110.818511721567 -7.57540110928833,110.818540395277 -7.57533572089092)))","337202000600201320001"
"MULTIPOLYGON (((110.818551961844 -7.57542419256527,110.818692879077 -7.57575631855467,110.818633853829 -7.57578044597342,110.818500281459 -7.57544370972464,110.818551961844 -7.57542419256527)))","337202000600201320001"
"MULTIPOLYGON (((110.818423413045 -7.5749979060447,110.818503813506 -7.57501865418537,110.818485830724 -7.57509870105616,110.818461809402 -7.57509462048434,110.818456357882 -7.57512410716436,110.818481738962 -7.57512827876007,110.818469386044 -7.57518589466254,110.81839733036 -7.57515384288079,110.818423413045 -7.5749979060447)))","337202000600201300001"
"MULTIPOLYGON (((110.818327693389 -7.57497443779304,110.818406552741 -7.5749951853087,110.818391471404 -7.57507387653128,110.818312521386 -7.57505312897482,110.818327693389 -7.57497443779304)))","337202000600201290001"
"MULTIPOLYGON (((110.818200673136 -7.57479518966197,110.818170333756 -7.57494144581857,110.818106974933 -7.57492341844088,110.818137225993 -7.57477164438076,110.818200673136 -7.57479518966197)))","337202000600201280001"
"MULTIPOLYGON (((110.818207198929 -7.57479808700662,110.818246717171 -7.57481339071523,110.818194395666 -7.57506492954109,110.818156329632 -7.57504537495904,110.818207198929 -7.57479808700662)))","337202000600201280001"
"MULTIPOLYGON (((110.818258862988 -7.57481737588699,110.818299016941 -7.5748299661489,110.818275126456 -7.5749463742237,110.818233612131 -7.57493514024536,110.818258862988 -7.57481737588699)))","337202000600201270001"
"MULTIPOLYGON (((110.818308896361 -7.57483413128769,110.818345877239 -7.57484726296324,110.81832198866 -7.57495914819617,110.818283918536 -7.57494936296964,110.818308896361 -7.57483413128769)))","337202000600201260001"
"MULTIPOLYGON (((110.818402889035 -7.57486845365199,110.81843615353 -7.57488067920154,110.818416711623 -7.5749814400937,110.818382086343 -7.57497156585482,110.818402889035 -7.57486845365199)))","337202000600201250001"
"MULTIPOLYGON (((110.818439235122 -7.57488212779656,110.818561143875 -7.57492849253124,110.818538898605 -7.57501287956098,110.818418977605 -7.57498225515051,110.818439235122 -7.57488212779656)))","337202000600201250001"
"MULTIPOLYGON (((110.818622845973 -7.57522304592511,110.818670378152 -7.57515124292988,110.818735281083 -7.57516221523043,110.818679226892 -7.57523555245283,110.818622845973 -7.57522304592511)))","337202000600201240001"
"MULTIPOLYGON (((110.818548742391 -7.57531889938348,110.818615862744 -7.57523009865599,110.818675053339 -7.57524396320794,110.818606481412 -7.57533547704745,110.818548742391 -7.57531889938348)))","337202000600201240001"
"MULTIPOLYGON (((110.818831776966 -7.57528075392872,110.818889608384 -7.57529317057591,110.818788058247 -7.57555509154622,110.818737388915 -7.57554141146896,110.818831776966 -7.57528075392872)))","337202000600201240001"
"MULTIPOLYGON (((110.818922008688 -7.57498698740498,110.818988179006 -7.57500212121229,110.818895142938 -7.57528186576347,110.818837312049 -7.57526818272051,110.818922008688 -7.57498698740498)))","337202000600201240001"
"MULTIPOLYGON (((110.819735364795 -7.5751616352462,110.819799451092 -7.57517450664605,110.819743884598 -7.57538352958195,110.819687233359 -7.57536695251795,110.819735364795 -7.5751616352462)))","337202000600201230001"
"MULTIPOLYGON (((110.819812686423 -7.57517451212147,110.819876771936 -7.57518928310492,110.819828818788 -7.5754020179342,110.819760745303 -7.57538534569771,110.819812686423 -7.57517451212147)))","337202000600201220001"
"MULTIPOLYGON (((110.819866113954 -7.57531347604108,110.819988666083 -7.57533930692808,110.81998639484 -7.57535115584524,110.820124084012 -7.57538187762373,110.82011536414 -7.57542330328967,110.819956010541 -7.57538859244919,110.819960463616 -7.57536190950012,110.819860210877 -7.57533907290645,110.819866113954 -7.57531347604108)))","337202000600201210001"
"MULTIPOLYGON (((110.819888188761 -7.57520240407871,110.820188219449 -7.57527634088478,110.820167795223 -7.57534218508737,110.819986686586 -7.57530348517168,110.819984776641 -7.5753185002302,110.819866031943 -7.57529267091684,110.819888188761 -7.57520240407871)))","337202000600201210001"
"MULTIPOLYGON (((110.820117451856 -7.57519824734597,110.820229575841 -7.57523140086836,110.820214148112 -7.57527173828528,110.820101842812 -7.5752385846839,110.820117451856 -7.57519824734597)))","337202000600201190001"
"MULTIPOLYGON (((110.820128252801 -7.57516632051506,110.820241736086 -7.57520065053544,110.820234021586 -7.57522235701158,110.820120266375 -7.57518793641988,110.820128252801 -7.57516632051506)))","337202000600201180001"
"MULTIPOLYGON (((110.820137419704 -7.57513991088094,110.820251899865 -7.57517496496555,110.820244186041 -7.5751950432177,110.820129796265 -7.57516062236671,110.820137419704 -7.57513991088094)))","337202000600201170001"
"MULTIPOLYGON (((110.820148581232 -7.57511286887175,110.820259889172 -7.57514638387672,110.820252356654 -7.57516646220388,110.820141593415 -7.57513104782658,110.820148581232 -7.57511286887175)))","337202000600201160001"
"MULTIPOLYGON (((110.819817562171 -7.5750032791983,110.819894879116 -7.57502737271407,110.819857923862 -7.57517064118571,110.819777613655 -7.57515061698564,110.819817562171 -7.5750032791983)))","337202000600201140001"
"MULTIPOLYGON (((110.819755201424 -7.57498290059167,110.819802425427 -7.57499775506469,110.819765377988 -7.57514464176646,110.819718243834 -7.57513168692156,110.819755201424 -7.57498290059167)))","337202000600201130001"
"MULTIPOLYGON (((110.819650679857 -7.5751978734128,110.819712861693 -7.57521255317515,110.819674001144 -7.57535943911608,110.819600308731 -7.57533905579501,110.819650679857 -7.5751978734128)))","337202000600201120001"
"MULTIPOLYGON (((110.819679785085 -7.57496631576214,110.819740153793 -7.57498108522632,110.819697936297 -7.57513475405094,110.819634577075 -7.57511745054862,110.819679785085 -7.57496631576214)))","337202000600201120001"
"MULTIPOLYGON (((110.819581618749 -7.57494040443501,110.819660930785 -7.57496268967991,110.819614364367 -7.57511047699594,110.819538224143 -7.57509063539294,110.819581618749 -7.57494040443501)))","337202000600201110001"
"MULTIPOLYGON (((110.819492974104 -7.57490698910804,110.819568475584 -7.57493678071433,110.819525716975 -7.57508357457167,110.819448307054 -7.57506508928075,110.819492974104 -7.57490698910804)))","337202000600201100001"
"MULTIPOLYGON (((110.819448977033 -7.57519778984995,110.819478979057 -7.57520766208882,110.819464819384 -7.57525044233985,110.819434726705 -7.57524057006238,110.819448977033 -7.57519778984995)))","337202000600201090001"
"MULTIPOLYGON (((110.819410273532 -7.57518501938023,110.81944045686 -7.57519489169689,110.819426115841 -7.57523776232834,110.819396204469 -7.57522789012341,110.819410273532 -7.57518501938023)))","337202000600201080001"
"MULTIPOLYGON (((110.819443223034 -7.57508299764215,110.81951909069 -7.57510428645933,110.819506198962 -7.57514996185866,110.819431147288 -7.57512840200667,110.819443223034 -7.57508299764215)))","337202000600201070001"
"MULTIPOLYGON (((110.81916076878 -7.57481684668661,110.819317397953 -7.57486250196905,110.81930432532 -7.57490718226151,110.819147786823 -7.57486143655486,110.81916076878 -7.57481684668661)))","337202000600201060001"
"MULTIPOLYGON (((110.819147053641 -7.57488052265902,110.819196816005 -7.57489510688021,110.81918083843 -7.57494946485243,110.819131076061 -7.57493488062931,110.819147053641 -7.57488052265902)))","337202000600201060001"
"MULTIPOLYGON (((110.819121820034 -7.57495749101386,110.819174482959 -7.57497289055443,110.819162499916 -7.57501331981944,110.819335263383 -7.57506377601124,110.81931955823 -7.57511704861843,110.819094222462 -7.57505119291362,110.819121820034 -7.57495749101386)))","337202000600201060001"
"MULTIPOLYGON (((110.818871791335 -7.57475946739384,110.818958356661 -7.57477904207388,110.818933091909 -7.57493054689969,110.818978143 -7.57493870674662,110.819004766586 -7.57478946390532,110.819043109012 -7.57479843506988,110.819003687223 -7.57498638815411,110.818837535935 -7.57494923174823,110.818871791335 -7.57475946739384)))","337202000600201050001"
"MULTIPOLYGON (((110.81877207988 -7.57474341504708,110.818852301386 -7.57475846426305,110.818830405908 -7.57487369726205,110.818748643887 -7.57485720009005,110.81877207988 -7.57474341504708)))","337202000600201010001"
"MULTIPOLYGON (((110.818655781343 -7.57472165698716,110.818733374475 -7.57473534827696,110.81870721416 -7.57486043929763,110.818631070885 -7.57484810546009,110.818655781343 -7.57472165698716)))","337202000600201010001"
"MULTIPOLYGON (((110.818489148722 -7.57475189064867,110.818521507742 -7.5747615830208,110.818498080503 -7.57485429159236,110.818464180946 -7.5748432417227,110.818489148722 -7.57475189064867)))","337202000600201000001"
"MULTIPOLYGON (((110.818566464862 -7.57477761262183,110.818592841667 -7.57478522198802,110.818572134634 -7.5748764843861,110.818546664655 -7.57486815174104,110.818566464862 -7.57477761262183)))","337202000600201000001"
"MULTIPOLYGON (((110.818412465041 -7.57473123451255,110.818430774607 -7.57473676001644,110.818427957931 -7.574752136517,110.81847300657 -7.57476608565682,110.818453758213 -7.57483762905042,110.818390400528 -7.57481688800712,110.818412465041 -7.57473123451255)))","337202000600200990001"
